identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
20179347,M,GUINEENNE,C,ASSEZ-BIEN,NON,4,25.0,2017
20179348,M,GUINEENNE,C,BIEN,NON,7,22.0,2017
20179349,F,GUINEENNE,C,BIEN,OUI,5,28.0,2017
20179350,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179351,F,GUINEENNE,C,ASSEZ-BIEN,NON,5,20.0,2017
20179352,F,GUINEENNE,D,ASSEZ-BIEN,OUI,2,22.0,2017
20179357,M,GUINEENNE,C,BIEN,NON,2,23.0,2017
20179358,M,GUINEENNE,C,ASSEZ-BIEN,NON,3,24.0,2017
20179359,M,GUINEENNE,C,ASSEZ-BIEN,NON,2,22.0,2017
20179360,M,GUINEENNE,D,BIEN,NON,1,23.0,2017
20179361,M,GUINEENNE,C,ASSEZ-BIEN,NON,6,23.0,2017
20179362,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179363,M,GUINEENNE,C,BIEN,NON,1,21.0,2017
20179364,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179365,M,GUINEENNE,C,ASSEZ-BIEN,NON,28,22.0,2017
20179366,M,GUINEENNE,C,BIEN,NON,1,26.0,2017
20179367,M,GUINEENNE,D,BIEN,NON,1,26.0,2017
20179368,F,GUINEENNE,C,ASSEZ-BIEN,NON,5,22.0,2017
20179369,M,GUINEENNE,C,ASSEZ-BIEN,NON,9,21.0,2017
20179370,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,23.0,2017
20179371,M,GUINEENNE,D,BIEN,NON,1,23.0,2017
20179372,M,GUINEENNE,C,PASSABLE,NON,3,22.0,2017
20179373,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179374,M,GUINEENNE,C,BIEN,NON,2,21.0,2017
20179375,M,GUINEENNE,C,BIEN,NON,1,15.0,2017
20179376,M,GUINEENNE,C,BIEN,NON,6,20.0,2017
20179377,M,GUINEENNE,C,BIEN,NON,1,22.0,2017
20179378,M,GUINEENNE,C,BIEN,NON,3,28.0,2017
20179379,M,GUINEENNE,C,ASSEZ-BIEN,NON,2,21.0,2017
20179380,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,23.0,2017
20179381,M,GUINEENNE,D,PASSABLE,NON,1,26.0,2017
20179382,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179383,M,GUINEENNE,C,BIEN,NON,2,23.0,2017
20179384,M,GUINEENNE,D,BIEN,NON,1,23.0,2017
20179385,M,GUINEENNE,C,PASSABLE,NON,1,23.0,2017
20179386,M,GUINEENNE,C,ASSEZ-BIEN,NON,12,21.0,2017
20179387,M,GUINEENNE,C,BIEN,NON,2,22.0,2017
20179388,M,GUINEENNE,C,ASSEZ-BIEN,NON,3,23.0,2017
20179389,M,GUINEENNE,C,ASSEZ-BIEN,NON,2,26.0,2017
20179390,M,GUINEENNE,C,BIEN,NON,1,15.0,2017
20179391,M,GUINEENNE,C,BIEN,NON,6,24.0,2017
20179392,M,GUINEENNE,C,BIEN,NON,1,21.0,2017
20179393,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,21.0,2017
20179394,F,GUINEENNE,C,ASSEZ-BIEN,NON,1,21.0,2017
20179395,M,GUINEENNE,D,BIEN,NON,1,25.0,2017
20179396,M,GUINEENNE,C,ASSEZ-BIEN,NON,2,22.0,2017
20179397,M,GUINEENNE,C,BIEN,NON,1,22.0,2017
20179398,M,GUINEENNE,C,BIEN,NON,2,25.0,2017
20179399,M,GUINEENNE,C,ASSEZ-BIEN,NON,2,23.0,2017
20179400,M,GUINEENNE,C,ASSEZ-BIEN,OUI,11,21.0,2017
20179401,M,GUINEENNE,D,ASSEZ-BIEN,NON,2,23.0,2017
20179402,M,GUINEENNE,C,BIEN,NON,5,23.0,2017
20179403,F,GUINEENNE,D,ASSEZ-BIEN,NON,1,22.0,2017
20179404,M,GUINEENNE,C,BIEN,NON,2,22.0,2017
20179405,M,GUINEENNE,D,ASSEZ-BIEN,NON,2,24.0,2017
20179406,M,GUINEENNE,C,PASSABLE,NON,6,21.0,2017
20179407,M,GUINEENNE,D,ASSEZ-BIEN,OUI,1,24.0,2017
20179408,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,22.0,2017
20179409,M,GUINEENNE,C,BIEN,OUI,3,22.0,2017
20179410,M,GUINEENNE,D,ASSEZ-BIEN,NON,2,21.0,2017
20179411,M,GUINEENNE,C,BIEN,NON,4,22.0,2017
20179412,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179413,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,23.0,2017
20179414,M,GUINEENNE,C,BIEN,NON,2,24.0,2017
20179415,M,GUINEENNE,C,BIEN,NON,14,22.0,2017
20179416,M,GUINEENNE,C,ASSEZ-BIEN,NON,11,22.0,2017
20179417,F,GUINEENNE,C,ASSEZ-BIEN,NON,1,22.0,2017
20179418,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,22.0,2017
20179419,M,GUINEENNE,C,BIEN,NON,1,20.0,2017
20179420,F,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179421,M,GUINEENNE,C,BIEN,NON,6,22.0,2017
20179422,M,GUINEENNE,C,ASSEZ-BIEN,NON,6,25.0,2017
20179423,M,GUINEENNE,C,BIEN,NON,27,21.0,2017
20179424,M,GUINEENNE,C,BIEN,OUI,6,23.0,2017
20179425,F,GUINEENNE,C,ASSEZ-BIEN,NON,3,15.0,2017
20179426,M,GUINEENNE,C,BIEN,NON,2,25.0,2017
20179427,M,GUINEENNE,C,BIEN,NON,1,22.0,2017
20179428,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,22.0,2017
20179429,F,GUINEENNE,D,ASSEZ-BIEN,NON,1,25.0,2017
20179430,M,GUINEENNE,C,ASSEZ-BIEN,NON,3,21.0,2017
20179431,M,GUINEENNE,C,BIEN,NON,1,25.0,2017
20179432,F,GUINEENNE,C,ASSEZ-BIEN,NON,2,22.0,2017
20179433,M,GUINEENNE,D,ASSEZ-BIEN,NON,1,24.0,2017
20179434,M,GUINEENNE,C,TRES BIEN,NON,2,21.0,2017
20179435,M,GUINEENNE,C,BIEN,NON,11,21.0,2017
20179436,M,GUINEENNE,C,BIEN,NON,1,21.0,2017
20179437,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179438,M,GUINEENNE,C,ASSEZ-BIEN,NON,1,23.0,2017
20179439,M,GUINEENNE,C,BIEN,NON,5,22.0,2017
20179440,M,GUINEENNE,C,BIEN,NON,5,24.0,2017
20179441,M,GUINEENNE,C,BIEN,NON,4,24.0,2017
20179442,M,GUINEENNE,C,BIEN,NON,1,24.0,2017
20179443,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179444,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179445,M,GUINEENNE,C,BIEN,NON,21,22.0,2017
20179447,M,GUINEENNE,C,BIEN,NON,1,23.0,2017
20179448,M,GUINEENNE,D,ASSEZ-BIEN,NON,6,25.0,2017
20179449,M,GUINEENNE,D,ASSEZ-BIEN,NON,5,23.0,2017
20179450,M,GUINEENNE,C,BIEN,NON,1,24.0,2017
20179451,M,GUINEENNE,C,BIEN,NON,1,24.0,2017
20179452,F,NIGERIENNE,D,PASSABLE,OUI,34,24.0,2017
20179453,M,GUINEENNE,C,BIEN,NON,1,22.0,2017
20179454,M,NIGERIENNE,F3,ASSEZ-BIEN,NON,1,24.0,2017
201811,F,IVOIRIENNE,A2,PASSABLE,NON,1,19.0,2018
201812,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
201813,M,IVOIRIENNE,C,BIEN,NON,2,19.0,2018
201814,F,IVOIRIENNE,C,BIEN,NON,5,19.0,2018
201815,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,4,20.0,2018
201816,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,16,20.0,2018
201817,M,IVOIRIENNE,G2,PASSABLE,NON,25,20.0,2018
201818,M,IVOIRIENNE,D,PASSABLE,NON,1,20.0,2018
201820,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,21.0,2018
201821,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
201822,M,IVOIRIENNE,F3,PASSABLE,NON,16,24.0,2018
201823,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2018
201824,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
201825,M,IVOIRIENNE,F2,PASSABLE,NON,1,20.0,2018
201826,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,20.0,2018
201827,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,7,18.0,2018
201828,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,23.0,2018
201829,F,IVOIRIENNE,A1,PASSABLE,NON,1,19.0,2018
201830,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2018
201831,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2018
201832,M,IVOIRIENNE,G2,PASSABLE,NON,13,20.0,2018
201833,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,21.0,2018
201834,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,24,20.0,2018
201835,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,20,20.0,2018
201836,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,23.0,2018
201837,M,IVOIRIENNE,A2,PASSABLE,NON,2,21.0,2018
201838,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2018
201839,M,IVOIRIENNE,E,PASSABLE,NON,5,21.0,2018
201840,M,IVOIRIENNE,F4,PASSABLE,NON,26,25.0,2018
201841,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,22.0,2018
201842,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,21.0,2018
201843,M,IVOIRIENNE,D,BIEN,NON,1,22.0,2018
201844,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
201845,F,IVOIRIENNE,A1,PASSABLE,NON,1,22.0,2018
201846,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,22.0,2018
201847,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2018
201848,M,IVOIRIENNE,D,BIEN,NON,3,19.0,2018
201849,M,IVOIRIENNE,D,PASSABLE,OUI,3,24.0,2018
201850,M,IVOIRIENNE,BT TOPOGRAPHIE,ASSEZ-BIEN,NON,6,22.0,2018
201851,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,20.0,2018
201852,M,IVOIRIENNE,D,PASSABLE,NON,38,21.0,2018
201853,M,IVOIRIENNE,D,PASSABLE,NON,25,21.0,2018
201854,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,14,19.0,2018
201855,M,IVOIRIENNE,D,PASSABLE,NON,38,21.0,2018
201856,M,IVOIRIENNE,C,PASSABLE,NON,9,20.0,2018
201857,M,IVOIRIENNE,D,PASSABLE,NON,9,21.0,2018
201858,M,IVOIRIENNE,D,PASSABLE,NON,25,21.0,2018
201859,M,IVOIRIENNE,C,PASSABLE,NON,9,19.0,2018
201860,M,IVOIRIENNE,A2,PASSABLE,OUI,3,22.0,2018
201861,M,IVOIRIENNE,D,PASSABLE,NON,15,20.0,2018
201862,F,IVOIRIENNE,A2,BIEN,NON,11,20.0,2018
201863,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,14,20.0,2018
201864,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2018
201865,M,IVOIRIENNE,C,PASSABLE,OUI,1,24.0,2018
201866,M,IVOIRIENNE,F4,PASSABLE,OUI,14,24.0,2018
201867,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,19.0,2018
201868,M,IVOIRIENNE,D,PASSABLE,OUI,1,20.0,2018
201869,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,20.0,2018
201870,M,IVOIRIENNE,F4,PASSABLE,NON,9,22.0,2018
201871,M,IVOIRIENNE,F3,PASSABLE,NON,15,24.0,2018
201872,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,20.0,2018
201873,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
201874,M,IVOIRIENNE,F3,PASSABLE,NON,17,21.0,2018
201875,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,22.0,2018
201876,M,IVOIRIENNE,D,PASSABLE,NON,6,24.0,2018
201877,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,3,23.0,2018
201878,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2018
201879,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,24.0,2018
201880,F,IVOIRIENNE,D,BIEN,NON,5,20.0,2018
201881,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,23,21.0,2018
201882,M,TOGOLAISE,C,ASSEZ-BIEN,NON,8,20.0,2018
201883,F,IVOIRIENNE,A2,BIEN,NON,7,19.0,2018
201884,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,21.0,2018
201885,F,IVOIRIENNE,D,PASSABLE,NON,2,20.0,2018
201886,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2018
201887,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,21.0,2018
201888,M,IVOIRIENNE,F7,PASSABLE,NON,17,23.0,2018
201889,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2018
201890,F,IVOIRIENNE,C,PASSABLE,NON,7,22.0,2018
201891,M,IVOIRIENNE,G2,PASSABLE,NON,2,23.0,2018
201892,M,IVOIRIENNE,D,PASSABLE,NON,9,21.0,2018
201893,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,20,23.0,2018
201894,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
201895,M,IVOIRIENNE,D,PASSABLE,NON,1,20.0,2018
201896,M,IVOIRIENNE,G2,PASSABLE,NON,1,25.0,2018
201897,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,8,20.0,2018
201898,M,IVOIRIENNE,D,PASSABLE,NON,10,23.0,2018
201899,F,IVOIRIENNE,A2,PASSABLE,NON,7,20.0,2018
2018100,M,IVOIRIENNE,D,PASSABLE,NON,7,20.0,2018
2018101,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
2018102,M,IVOIRIENNE,D,PASSABLE,NON,10,20.0,2018
2018103,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,21,19.0,2018
2018104,M,IVOIRIENNE,A2,PASSABLE,NON,9,15.0,2018
2018105,F,IVOIRIENNE,C,PASSABLE,NON,4,17.0,2018
2018106,M,IVOIRIENNE,C,BIEN,NON,6,21.0,2018
2018107,M,IVOIRIENNE,D,PASSABLE,NON,26,20.0,2018
2018108,M,IVOIRIENNE,F3,PASSABLE,NON,4,23.0,2018
2018109,M,IVOIRIENNE,BT ELECTRONIQUE,ASSEZ-BIEN,NON,7,22.0,2018
2018110,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,11,22.0,2018
2018111,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,23.0,2018
2018112,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,26,21.0,2018
2018113,M,IVOIRIENNE,D,PASSABLE,NON,3,21.0,2018
2018114,F,IVOIRIENNE,F3,PASSABLE,OUI,10,22.0,2018
2018115,M,IVOIRIENNE,F2,PASSABLE,NON,4,22.0,2018
2018116,M,IVOIRIENNE,D,PASSABLE,NON,7,19.0,2018
2018117,M,IVOIRIENNE,C,BIEN,NON,3,19.0,2018
2018118,M,IVOIRIENNE,A2,PASSABLE,NON,3,22.0,2018
2018119,M,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
2018120,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,3,20.0,2018
2018121,M,IVOIRIENNE,F3,PASSABLE,NON,18,21.0,2018
2018122,M,IVOIRIENNE,F3,PASSABLE,NON,10,23.0,2018
2018123,M,IVOIRIENNE,F2,PASSABLE,NON,1,19.0,2018
2018124,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,19.0,2018
2018125,M,IVOIRIENNE,C,PASSABLE,NON,12,20.0,2018
2018126,M,IVOIRIENNE,F2,PASSABLE,NON,2,22.0,2018
2018127,M,IVOIRIENNE,C,PASSABLE,NON,5,20.0,2018
2018128,M,IVOIRIENNE,A2,PASSABLE,NON,2,21.0,2018
2018129,M,IVOIRIENNE,D,TRES BIEN,NON,1,15.0,2018
2018130,M,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2018
2018131,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,20,20.0,2018
2018132,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,20.0,2018
2018133,M,IVOIRIENNE,F2,PASSABLE,NON,18,23.0,2018
2018134,F,IVOIRIENNE,A2,PASSABLE,NON,6,19.0,2018
2018135,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
2018136,F,IVOIRIENNE,D,PASSABLE,NON,3,20.0,2018
2018137,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2018
2018138,M,IVOIRIENNE,F1,PASSABLE,NON,1,22.0,2018
2018139,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2018
2018140,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2018
2018141,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
2018142,M,IVOIRIENNE,C,BIEN,NON,5,21.0,2018
2018143,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,22.0,2018
2018144,M,IVOIRIENNE,C,PASSABLE,OUI,1,24.0,2018
2018145,M,IVOIRIENNE,F4,PASSABLE,NON,7,22.0,2018
2018146,F,IVOIRIENNE,D,PASSABLE,NON,21,18.0,2018
2018147,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2018
2018148,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2018
2018149,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,22.0,2018
2018150,M,IVOIRIENNE,C,PASSABLE,NON,6,20.0,2018
2018151,M,IVOIRIENNE,C,PASSABLE,NON,12,21.0,2018
2018152,M,IVOIRIENNE,F2,PASSABLE,NON,4,22.0,2018
2018153,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2018
2018154,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,11,24.0,2018
2018155,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,27,21.0,2018
2018156,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,16,20.0,2018
2018157,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
2018158,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,21,20.0,2018
2018159,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,20.0,2018
2018160,M,IVOIRIENNE,F1,PASSABLE,NON,3,21.0,2018
2018161,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,2,20.0,2018
2018162,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,21,20.0,2018
2018163,M,IVOIRIENNE,C,PASSABLE,NON,29,21.0,2018
2018164,M,IVOIRIENNE,G2,PASSABLE,NON,1,23.0,2018
2018165,M,IVOIRIENNE,G2,PASSABLE,NON,4,22.0,2018
2018166,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,20.0,2018
2018167,M,IVOIRIENNE,A1,BIEN,NON,2,21.0,2018
2018168,M,IVOIRIENNE,C,PASSABLE,NON,15,19.0,2018
2018169,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2018
2018170,M,IVOIRIENNE,D,PASSABLE,NON,3,20.0,2018
2018171,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,9,19.0,2018
2018172,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,23.0,2018
2018173,M,IVOIRIENNE,C,PASSABLE,NON,15,21.0,2018
2018174,F,IVOIRIENNE,F3,PASSABLE,NON,1,20.0,2018
2018175,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,20.0,2018
2018176,M,IVOIRIENNE,D,PASSABLE,NON,1,20.0,2018
2018177,F,IVOIRIENNE,C,BIEN,NON,1,20.0,2018
2018178,M,NIGERIENNE,C,BIEN,NON,2,21.0,2018
2018179,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,23.0,2018
2018180,M,IVOIRIENNE,C,BIEN,NON,3,24.0,2018
2018181,M,IVOIRIENNE,F4,PASSABLE,NON,26,24.0,2018
2018182,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
2018183,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,20.0,2018
2018184,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2018
2018185,F,IVOIRIENNE,F4,PASSABLE,NON,16,19.0,2018
2018186,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,10,21.0,2018
2018187,F,IVOIRIENNE,A1,PASSABLE,NON,11,19.0,2018
2018188,M,IVOIRIENNE,B,PASSABLE,NON,1,21.0,2018
2018189,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2018
2018191,M,IVOIRIENNE,E,ASSEZ-BIEN,NON,1,20.0,2018
2018192,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,24.0,2018
2018194,M,IVOIRIENNE,A1,PASSABLE,NON,3,19.0,2018
2018195,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,13,20.0,2018
2018196,F,IVOIRIENNE,D,PASSABLE,OUI,1,23.0,2018
2018197,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,21.0,2018
2018198,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2018
2018199,M,IVOIRIENNE,C,PASSABLE,OUI,21,25.0,2018
2018200,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,4,23.0,2018
2018201,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,20.0,2018
2018202,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,6,22.0,2018
2018203,F,IVOIRIENNE,D,PASSABLE,NON,7,20.0,2018
2018204,M,IVOIRIENNE,D,PASSABLE,NON,25,20.0,2018
2018205,M,IVOIRIENNE,B,PASSABLE,NON,2,20.0,2018
2018206,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,21.0,2018
2018207,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,5,20.0,2018
2018208,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
2018209,M,IVOIRIENNE,F1,PASSABLE,NON,12,23.0,2018
2018210,F,IVOIRIENNE,A2,PASSABLE,NON,8,23.0,2018
2018211,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2018
2018212,F,IVOIRIENNE,E,PASSABLE,NON,9,19.0,2018
2018213,F,IVOIRIENNE,C,PASSABLE,NON,3,22.0,2018
2018214,M,IVOIRIENNE,F4,PASSABLE,NON,13,22.0,2018
2018215,M,IVOIRIENNE,F2,PASSABLE,NON,1,26.0,2018
2018216,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
2018217,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,20.0,2018
2018218,M,IVOIRIENNE,D,PASSABLE,NON,27,21.0,2018
2018219,F,IVOIRIENNE,C,PASSABLE,NON,8,19.0,2018
2018220,F,IVOIRIENNE,D,PASSABLE,NON,3,21.0,2018
2018221,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
2018222,M,IVOIRIENNE,A2,ASSEZ-BIEN,OUI,5,21.0,2018
2018223,M,IVOIRIENNE,F4,PASSABLE,NON,7,21.0,2018
2018224,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,36,20.0,2018
2018225,F,IVOIRIENNE,C,PASSABLE,NON,8,19.0,2018
2018226,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,23.0,2018
2018227,M,IVOIRIENNE,G2,PASSABLE,NON,1,20.0,2018
2018228,F,IVOIRIENNE,D,BIEN,NON,4,20.0,2018
2018229,M,IVOIRIENNE,F4,PASSABLE,NON,10,24.0,2018
2018230,M,IVOIRIENNE,C,PASSABLE,NON,13,20.0,2018
2018231,F,IVOIRIENNE,E,PASSABLE,NON,11,19.0,2018
2018232,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,5,20.0,2018
2018233,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
2018234,F,IVOIRIENNE,B,PASSABLE,NON,22,23.0,2018
2018235,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,20.0,2018
2018236,F,IVOIRIENNE,C,BIEN,NON,5,20.0,2018
2018237,F,IVOIRIENNE,D,PASSABLE,OUI,1,23.0,2018
2018238,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,4,23.0,2018
2018239,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,21.0,2018
2018240,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
2018241,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2018
2018242,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,4,23.0,2018
2018243,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2018
2018244,M,IVOIRIENNE,D,PASSABLE,NON,24,20.0,2018
2018245,F,IVOIRIENNE,F1,ASSEZ-BIEN,NON,1,19.0,2018
2018246,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2018
2018247,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,21.0,2018
2018248,M,IVOIRIENNE,F4,PASSABLE,NON,6,22.0,2018
2018249,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2018
2018250,M,IVOIRIENNE,D,PASSABLE,OUI,2,20.0,2018
2018251,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,19.0,2018
2018252,F,IVOIRIENNE,D,PASSABLE,NON,4,20.0,2018
2018253,F,IVOIRIENNE,D,PASSABLE,NON,11,20.0,2018
2018254,M,IVOIRIENNE,D,PASSABLE,NON,2,20.0,2018
2018255,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,23.0,2018
2018256,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,20.0,2018
2018257,M,IVOIRIENNE,F1,PASSABLE,NON,8,20.0,2018
2018258,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,20.0,2018
2018259,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,19.0,2018
2018260,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,22.0,2018
2018261,M,IVOIRIENNE,C,PASSABLE,NON,6,21.0,2018
2018262,M,IVOIRIENNE,F1,PASSABLE,NON,3,22.0,2018
2018263,M,IVOIRIENNE,F3,PASSABLE,NON,9,20.0,2018
2018264,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,1,22.0,2018
2018265,M,IVOIRIENNE,C,PASSABLE,OUI,6,21.0,2018
2018266,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,22.0,2018
2018267,M,IVOIRIENNE,F1,ASSEZ-BIEN,NON,2,20.0,2018
2018268,M,IVOIRIENNE,A2,PASSABLE,NON,1,20.0,2018
2018269,M,TOGOLAISE,C,PASSABLE,OUI,3,21.0,2018
2018270,M,IVOIRIENNE,D,PASSABLE,NON,4,23.0,2018
2018271,M,IVOIRIENNE,G2,ASSEZ-BIEN,OUI,1,21.0,2018
2018272,M,IVOIRIENNE,G2,PASSABLE,NON,7,20.0,2018
2018273,M,IVOIRIENNE,F2,PASSABLE,NON,5,24.0,2018
